,timestamp,site_id,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed
92,2016-01-04 20:00:00,Cornell,-14.0,,-17.0,,,,360.0,4.6
93,2016-01-04 21:00:00,Cornell,-13.0,,-17.0,,,,360.0,6.2
94,2016-01-04 22:00:00,Cornell,-14.0,,-17.0,,,,10.0,5.1
95,2016-01-04 23:00:00,Cornell,,,,,,,,
96,2016-01-05 00:00:00,Cornell,,,,,,,,
97,2016-01-05 01:00:00,Cornell,,,,,,,,
98,2016-01-05 02:00:00,Cornell,,,,,,,,
99,2016-01-05 03:00:00,Cornell,,,,,,,,
100,2016-01-05 04:00:00,Cornell,,,,,,,,
101,2016-01-05 05:00:00,Cornell,,,,,,,,
102,2016-01-05 06:00:00,Cornell,,,,,,,,
103,2016-01-05 07:00:00,Cornell,-14.0,4.0,-16.0,,,,20.0,2.6
104,2016-01-05 08:00:00,Cornell,-15.0,2.0,-17.0,,,,30.0,2.6
105,2016-01-05 09:00:00,Cornell,-12.0,2.0,-15.0,,,,30.0,2.6
106,2016-01-05 10:00:00,Cornell,-9.0,4.0,-14.0,,,,30.0,2.1
107,2016-01-05 11:00:00,Cornell,-8.0,2.0,-14.0,,,,0.0,0.0
108,2016-01-05 12:00:00,Cornell,-9.0,2.0,-13.0,,,,290.0,2.6
109,2016-01-05 13:00:00,Cornell,-5.0,0.0,-13.0,,,,260.0,2.1
110,2016-01-05 14:00:00,Cornell,-5.0,0.0,-13.0,,,,0.0,0.0
111,2016-01-05 15:00:00,Cornell,-3.0,0.0,-12.0,,,,0.0,0.0
112,2016-01-05 16:00:00,Cornell,-4.0,0.0,-13.0,,,,0.0,0.0
113,2016-01-05 17:00:00,Cornell,-6.0,0.0,-14.0,,,,0.0,0.0
114,2016-01-05 18:00:00,Cornell,-11.0,0.0,-14.0,,,,,2.1
115,2016-01-05 19:00:00,Cornell,-12.0,0.0,-14.0,,,,,2.1
116,2016-01-05 20:00:00,Cornell,-13.0,0.0,-15.0,,,,,1.5
117,2016-01-05 21:00:00,Cornell,-13.0,0.0,-14.0,,,,,1.5
118,2016-01-05 22:00:00,Cornell,-13.0,0.0,-14.0,,,,,1.5
119,2016-01-05 23:00:00,Cornell,,,,,,,,
120,2016-01-06 00:00:00,Cornell,,,,,,,,
121,2016-01-06 01:00:00,Cornell,,,,,,,,
122,2016-01-06 02:00:00,Cornell,,,,,,,,
123,2016-01-06 03:00:00,Cornell,,,,,,,,
124,2016-01-06 04:00:00,Cornell,,,,,,,,
125,2016-01-06 05:00:00,Cornell,,,,,,,,
126,2016-01-06 06:00:00,Cornell,,,,,,,,
127,2016-01-06 07:00:00,Cornell,-13.0,0.0,-16.0,,,,110.0,3.6
128,2016-01-06 08:00:00,Cornell,-12.0,0.0,-16.0,,,,110.0,3.6
129,2016-01-06 09:00:00,Cornell,-8.0,0.0,-13.0,,,,90.0,3.1
130,2016-01-06 10:00:00,Cornell,-4.0,0.0,-14.0,,,,140.0,3.1
131,2016-01-06 11:00:00,Cornell,-2.0,0.0,-14.0,,,,180.0,4.1
132,2016-01-06 12:00:00,Cornell,1.0,0.0,-14.0,,,,170.0,4.1
133,2016-01-06 13:00:00,Cornell,2.0,0.0,-13.0,,,,170.0,3.6
134,2016-01-06 14:00:00,Cornell,2.0,0.0,-13.0,,,,180.0,2.6
135,2016-01-06 15:00:00,Cornell,2.0,0.0,-12.0,,,,150.0,3.6
136,2016-01-06 16:00:00,Cornell,2.0,0.0,-12.0,,,,150.0,3.6
137,2016-01-06 17:00:00,Cornell,0.0,0.0,-11.0,,,,160.0,3.1
138,2016-01-06 18:00:00,Cornell,-2.0,0.0,-12.0,,,,150.0,3.1
139,2016-01-06 19:00:00,Cornell,-5.0,0.0,-11.0,,,,150.0,2.6
140,2016-01-06 20:00:00,Cornell,-7.0,0.0,-12.0,,,,150.0,2.6
141,2016-01-06 21:00:00,Cornell,-5.0,0.0,-12.0,,,,140.0,2.1
142,2016-01-06 22:00:00,Cornell,-4.0,0.0,-12.0,,,,170.0,2.6
143,2016-01-06 23:00:00,Cornell,,,,,,,,
144,2016-01-07 00:00:00,Cornell,,,,,,,,
145,2016-01-07 01:00:00,Cornell,,,,,,,,
146,2016-01-07 02:00:00,Cornell,,,,,,,,
147,2016-01-07 03:00:00,Cornell,,,,,,,,
148,2016-01-07 04:00:00,Cornell,,,,,,,,
149,2016-01-07 05:00:00,Cornell,,,,,,,,
150,2016-01-07 06:00:00,Cornell,,,,,,,,
151,2016-01-07 07:00:00,Cornell,-9.0,0.0,-13.0,,,,90.0,3.1
152,2016-01-07 08:00:00,Cornell,-8.0,0.0,-12.0,,,,80.0,3.6
153,2016-01-07 09:00:00,Cornell,-7.0,0.0,-12.0,,,,80.0,3.1
154,2016-01-07 10:00:00,Cornell,-4.0,0.0,-11.0,,,,90.0,2.6
155,2016-01-07 11:00:00,Cornell,-1.0,0.0,-9.0,,,,90.0,2.6
156,2016-01-07 12:00:00,Cornell,2.0,0.0,-12.0,,,,160.0,2.1
157,2016-01-07 13:00:00,Cornell,4.0,0.0,-12.0,,,,0.0,0.0
158,2016-01-07 14:00:00,Cornell,5.0,0.0,-12.0,,,,0.0,0.0
159,2016-01-07 15:00:00,Cornell,6.0,0.0,-12.0,,,,0.0,0.0
160,2016-01-07 16:00:00,Cornell,4.0,0.0,-12.0,,,,0.0,0.0
161,2016-01-07 17:00:00,Cornell,1.0,0.0,-8.0,,,,,0.0
162,2016-01-07 18:00:00,Cornell,,,,,,,,
163,2016-01-07 19:00:00,Cornell,,,,,,,,
164,2016-01-07 20:00:00,Cornell,-4.0,0.0,-10.0,,,,0.0,0.0
165,2016-01-07 21:00:00,Cornell,-4.0,0.0,-9.0,,,,,2.6
166,2016-01-07 22:00:00,Cornell,-4.0,0.0,-9.0,,,,,2.6
167,2016-01-07 23:00:00,Cornell,,,,,,,,
168,2016-01-08 00:00:00,Cornell,,,,,,,,
169,2016-01-08 01:00:00,Cornell,,,,,,,,
170,2016-01-08 02:00:00,Cornell,,,,,,,,
171,2016-01-08 03:00:00,Cornell,,,,,,,,
172,2016-01-08 04:00:00,Cornell,,,,,,,,
173,2016-01-08 05:00:00,Cornell,,,,,,,,
174,2016-01-08 06:00:00,Cornell,,,,,,,,
175,2016-01-08 07:00:00,Cornell,-7.0,0.0,-11.0,,,,120.0,2.1
176,2016-01-08 08:00:00,Cornell,-7.0,0.0,-11.0,,,,90.0,3.1
177,2016-01-08 09:00:00,Cornell,-4.0,0.0,-8.0,,,,150.0,2.1
178,2016-01-08 10:00:00,Cornell,0.0,0.0,-10.0,,,,140.0,3.6
179,2016-01-08 11:00:00,Cornell,2.0,0.0,-9.0,,,,140.0,4.1
180,2016-01-08 12:00:00,Cornell,2.0,0.0,-6.0,,,,170.0,4.6
181,2016-01-08 13:00:00,Cornell,2.0,0.0,-5.0,,,,160.0,7.2
182,2016-01-08 14:00:00,Cornell,2.0,0.0,-3.0,,,,160.0,8.2
183,2016-01-08 15:00:00,Cornell,1.7,,-1.7,,,1019.5,160.0,4.1
184,2016-01-08 16:00:00,Cornell,2.2,,-1.7,,,1019.5,140.0,3.6
185,2016-01-08 17:00:00,Cornell,2.2,,-2.2,,,1019.5,140.0,3.6
186,2016-01-08 18:00:00,Cornell,2.2,,-2.8,,,1019.5,150.0,4.1
187,2016-01-08 19:00:00,Cornell,2.2,,-2.2,,,1019.5,140.0,3.6
188,2016-01-08 20:00:00,Cornell,2.8,,-1.7,,,1020.0,150.0,5.1
189,2016-01-08 21:00:00,Cornell,2.8,,-1.1,,,1019.0,150.0,7.2
190,2016-01-08 22:00:00,Cornell,2.8,,-2.2,,,1018.5,140.0,8.2
191,2016-01-08 23:00:00,Cornell,2.8,,-1.7,,,1018.5,150.0,7.2
192,2016-01-09 00:00:00,Cornell,2.2,,0.0,-1.0,,1018.5,150.0,4.1
193,2016-01-09 01:00:00,Cornell,2.8,,0.0,3.0,3.0,1018.0,160.0,7.7
194,2016-01-09 02:00:00,Cornell,2.8,,0.6,,,1018.0,150.0,7.2
195,2016-01-09 03:00:00,Cornell,3.3,,1.1,-1.0,,1018.0,160.0,7.7
196,2016-01-09 04:00:00,Cornell,3.3,,1.1,,,1018.0,170.0,5.7
197,2016-01-09 05:00:00,Cornell,3.3,,1.1,,,1017.5,160.0,6.7
198,2016-01-09 06:00:00,Cornell,3.3,,1.7,,,1017.5,170.0,6.2
199,2016-01-09 07:00:00,Cornell,3.3,,1.7,,-1.0,1017.5,160.0,6.7
200,2016-01-09 08:00:00,Cornell,3.3,,1.7,-1.0,,1018.0,170.0,7.7
201,2016-01-09 09:00:00,Cornell,3.3,,2.2,-1.0,,1018.0,170.0,8.8
202,2016-01-09 10:00:00,Cornell,4.4,,2.8,-1.0,,1018.0,170.0,7.7
203,2016-01-09 11:00:00,Cornell,5.0,,2.8,,,1018.5,160.0,7.2
204,2016-01-09 12:00:00,Cornell,5.6,,2.8,,,1018.0,180.0,5.1
205,2016-01-09 13:00:00,Cornell,6.1,,3.3,,-1.0,1017.5,170.0,5.1
206,2016-01-09 14:00:00,Cornell,6.7,,3.3,,,1017.0,170.0,7.2
207,2016-01-09 15:00:00,Cornell,6.7,,3.9,,,1017.0,180.0,6.2
208,2016-01-09 16:00:00,Cornell,6.1,,3.3,,,1017.5,170.0,2.6
209,2016-01-09 17:00:00,Cornell,6.1,,3.3,,,1017.5,150.0,5.1
210,2016-01-09 18:00:00,Cornell,5.6,,3.9,,,1017.5,140.0,3.1
211,2016-01-09 19:00:00,Cornell,5.6,,3.9,,,1017.0,130.0,4.1
212,2016-01-09 20:00:00,Cornell,6.1,,4.4,,,1017.0,140.0,4.6
213,2016-01-09 21:00:00,Cornell,6.1,,4.4,,,1016.0,140.0,4.1
214,2016-01-09 22:00:00,Cornell,6.1,,4.4,,,1015.5,150.0,4.6
215,2016-01-09 23:00:00,Cornell,6.1,,4.4,,,1015.0,130.0,5.1
216,2016-01-10 00:00:00,Cornell,5.6,,4.4,,,1013.0,130.0,4.6
217,2016-01-10 01:00:00,Cornell,6.1,,4.4,,,1012.0,140.0,5.1
218,2016-01-10 02:00:00,Cornell,5.6,,4.4,,,1010.5,130.0,4.6
219,2016-01-10 03:00:00,Cornell,6.1,,4.4,,,1010.0,130.0,3.1
220,2016-01-10 04:00:00,Cornell,6.1,,5.0,-1.0,,1007.5,120.0,4.1
221,2016-01-10 05:00:00,Cornell,6.1,,5.0,8.0,,1006.0,120.0,4.6
222,2016-01-10 06:00:00,Cornell,6.1,,5.0,41.0,,1004.0,110.0,5.1
223,2016-01-10 07:00:00,Cornell,7.2,,6.1,58.0,107.0,1001.5,130.0,3.6
224,2016-01-10 08:00:00,Cornell,8.0,,7.0,,,,140.0,3.6
225,2016-01-10 09:00:00,Cornell,8.0,,7.0,,,,120.0,5.1
226,2016-01-10 10:00:00,Cornell,,,,,,,,
227,2016-01-10 11:00:00,Cornell,8.0,,7.0,,,,130.0,9.8
228,2016-01-10 12:00:00,Cornell,9.0,,8.0,,,,170.0,4.1
229,2016-01-10 13:00:00,Cornell,11.0,,8.0,,,,180.0,5.7
230,2016-01-10 14:00:00,Cornell,11.0,,7.0,,,,210.0,5.1
231,2016-01-10 15:00:00,Cornell,11.0,,6.0,,,,210.0,4.1
232,2016-01-10 16:00:00,Cornell,10.0,,4.0,,,,230.0,3.6
233,2016-01-10 17:00:00,Cornell,8.0,,5.0,,,,250.0,6.7
234,2016-01-10 18:00:00,Cornell,6.0,,2.0,,,,280.0,10.3
235,2016-01-10 19:00:00,Cornell,2.0,,-3.0,,,,280.0,6.2
236,2016-01-10 20:00:00,Cornell,1.0,,-5.0,,,,280.0,8.2
237,2016-01-10 21:00:00,Cornell,0.0,,-6.0,,,,270.0,7.7
238,2016-01-10 22:00:00,Cornell,-1.0,,-5.0,,,,260.0,6.7
239,2016-01-10 23:00:00,Cornell,,,,,,,,
240,2016-01-11 00:00:00,Cornell,-3.3,,-11.1,,,1004.5,270.0,12.4
241,2016-01-11 01:00:00,Cornell,-3.9,,-10.0,-1.0,-1.0,1005.0,270.0,8.8
242,2016-01-11 02:00:00,Cornell,-4.4,,-10.6,-1.0,,1006.0,270.0,9.8
243,2016-01-11 03:00:00,Cornell,-5.0,,-10.6,-1.0,,1007.0,260.0,9.8
244,2016-01-11 04:00:00,Cornell,-5.0,,-11.1,-1.0,,1007.5,300.0,8.8
245,2016-01-11 05:00:00,Cornell,-6.1,,-11.1,-1.0,,1008.5,260.0,6.2
246,2016-01-11 06:00:00,Cornell,-6.1,,-12.2,,,1009.0,270.0,6.7
247,2016-01-11 07:00:00,Cornell,-7.2,,-10.0,-1.0,-1.0,1010.0,270.0,4.1
248,2016-01-11 08:00:00,Cornell,-6.7,,-11.7,-1.0,,1011.0,270.0,7.7
249,2016-01-11 09:00:00,Cornell,-7.2,,-10.0,-1.0,,1012.0,260.0,7.2
250,2016-01-11 10:00:00,Cornell,-6.7,,-12.8,-1.0,,1013.0,260.0,10.3
251,2016-01-11 11:00:00,Cornell,-5.6,,-12.2,,,1013.5,250.0,6.2
252,2016-01-11 12:00:00,Cornell,-6.7,,-13.9,-1.0,,1013.5,280.0,8.2
253,2016-01-11 13:00:00,Cornell,-6.1,,-13.3,,,,270.0,6.7
254,2016-01-11 14:00:00,Cornell,-5.0,,-12.2,-1.0,,,260.0,5.1
255,2016-01-11 15:00:00,Cornell,-6.1,,-12.2,-1.0,,,290.0,6.7
256,2016-01-11 16:00:00,Cornell,-6.7,,-12.8,-1.0,,,260.0,5.7
257,2016-01-11 17:00:00,Cornell,-8.3,4.0,-11.7,-1.0,,,260.0,3.6
258,2016-01-11 18:00:00,Cornell,-7.8,4.0,-12.8,,,,240.0,2.1
259,2016-01-11 19:00:00,Cornell,-7.8,4.0,-14.4,,-1.0,,240.0,3.1
260,2016-01-11 20:00:00,Cornell,-7.2,,-14.4,,,,230.0,4.6
261,2016-01-11 21:00:00,Cornell,-8.3,,-15.0,,,,220.0,3.6
262,2016-01-11 22:00:00,Cornell,-8.9,2.0,-15.0,,,,200.0,2.6
263,2016-01-11 23:00:00,Cornell,-8.9,0.0,-14.4,,,,,2.6
264,2016-01-12 00:00:00,Cornell,-8.9,0.0,-15.0,,,,,3.1
265,2016-01-12 01:00:00,Cornell,-8.9,0.0,-15.0,,,1016.5,180.0,2.6
266,2016-01-12 02:00:00,Cornell,-8.9,0.0,-14.4,,,1015.5,150.0,3.1
267,2016-01-12 03:00:00,Cornell,-8.3,,-13.9,,,1015.5,160.0,3.6
268,2016-01-12 04:00:00,Cornell,-7.8,,-13.3,-1.0,,1014.0,140.0,3.6
269,2016-01-12 05:00:00,Cornell,-8.3,,-12.2,-1.0,,1012.5,150.0,5.1
270,2016-01-12 06:00:00,Cornell,-7.8,,-11.1,-1.0,,1011.5,160.0,7.2
271,2016-01-12 07:00:00,Cornell,-7.2,,-10.6,-1.0,-1.0,1010.0,140.0,4.6
272,2016-01-12 08:00:00,Cornell,-6.7,0.0,-11.1,-1.0,,1009.0,160.0,5.1
273,2016-01-12 09:00:00,Cornell,-5.6,0.0,-10.6,-1.0,,1008.0,160.0,4.6
274,2016-01-12 10:00:00,Cornell,-3.9,,-9.4,-1.0,,1007.5,160.0,6.2
275,2016-01-12 11:00:00,Cornell,-2.8,,-9.4,-1.0,,1006.5,180.0,6.7
276,2016-01-12 12:00:00,Cornell,-2.2,,-8.3,-1.0,,1004.5,190.0,9.8
277,2016-01-12 13:00:00,Cornell,-3.0,,-7.0,-1.0,,,180.0,7.7
278,2016-01-12 14:00:00,Cornell,-2.8,,-5.0,-1.0,,1002.0,160.0,6.2
279,2016-01-12 15:00:00,Cornell,-2.8,,-5.6,-1.0,,1001.5,180.0,5.1
280,2016-01-12 16:00:00,Cornell,-2.8,4.0,-6.1,,,1001.0,180.0,4.6
281,2016-01-12 17:00:00,Cornell,-3.9,,-5.0,-1.0,,1002.5,270.0,4.1
282,2016-01-12 18:00:00,Cornell,-3.3,,-5.6,3.0,,1002.5,240.0,4.6
283,2016-01-12 19:00:00,Cornell,-5.0,,-6.7,3.0,5.0,1004.0,270.0,7.7
284,2016-01-12 20:00:00,Cornell,-6.1,,-13.3,-1.0,,1005.5,270.0,7.7
285,2016-01-12 21:00:00,Cornell,-6.7,4.0,-13.3,,,1006.0,220.0,6.7
286,2016-01-12 22:00:00,Cornell,-6.7,,-11.7,-1.0,,1006.0,260.0,5.1
287,2016-01-12 23:00:00,Cornell,-7.2,,-10.6,-1.0,,1007.0,250.0,6.2
288,2016-01-13 00:00:00,Cornell,-6.7,,-10.6,-1.0,,1007.0,270.0,8.2
289,2016-01-13 01:00:00,Cornell,-6.7,4.0,-11.1,-1.0,-1.0,1007.5,270.0,8.2
290,2016-01-13 02:00:00,Cornell,-7.2,,-11.1,-1.0,,1009.0,290.0,11.8
291,2016-01-13 03:00:00,Cornell,-7.8,,-11.7,-1.0,,1010.0,290.0,5.7
292,2016-01-13 04:00:00,Cornell,-8.3,,-13.3,-1.0,,1011.0,290.0,7.2
293,2016-01-13 05:00:00,Cornell,-8.9,,-14.4,,,1011.5,280.0,10.3
294,2016-01-13 06:00:00,Cornell,-9.4,2.0,-15.0,,,1012.5,270.0,7.7
295,2016-01-13 07:00:00,Cornell,-9.4,2.0,-15.0,,-1.0,1013.5,280.0,8.2
296,2016-01-13 08:00:00,Cornell,-9.4,2.0,-15.0,,,1014.5,280.0,7.7
297,2016-01-13 09:00:00,Cornell,-8.9,2.0,-15.0,,,1015.0,280.0,7.7
298,2016-01-13 10:00:00,Cornell,-7.2,4.0,-15.0,,,1015.5,280.0,9.3
299,2016-01-13 11:00:00,Cornell,-7.2,,-15.0,,,,300.0,8.2
300,2016-01-13 12:00:00,Cornell,-7.2,,-14.4,,,,280.0,6.7
301,2016-01-13 13:00:00,Cornell,-7.2,,-14.4,,,,280.0,6.2
302,2016-01-13 14:00:00,Cornell,-6.7,,-13.9,,,,290.0,7.2
303,2016-01-13 15:00:00,Cornell,-7.2,,-14.4,,,,270.0,3.1
304,2016-01-13 16:00:00,Cornell,-7.2,,-13.9,-1.0,,,300.0,5.1
305,2016-01-13 17:00:00,Cornell,-7.8,,-13.9,-1.0,,,260.0,5.7
306,2016-01-13 18:00:00,Cornell,-8.3,4.0,-13.9,,,,250.0,3.6
307,2016-01-13 19:00:00,Cornell,-8.3,,-13.3,,-1.0,,210.0,4.6
308,2016-01-13 20:00:00,Cornell,-8.3,,-13.3,,,,240.0,6.2
309,2016-01-13 21:00:00,Cornell,-8.9,,-13.9,-1.0,,,210.0,4.6
310,2016-01-13 22:00:00,Cornell,-9.4,,-14.4,,,,210.0,4.1
311,2016-01-13 23:00:00,Cornell,-9.4,,-14.4,,,1013.0,210.0,3.6
312,2016-01-14 00:00:00,Cornell,-9.4,,-14.4,,,1013.0,210.0,5.1
313,2016-01-14 01:00:00,Cornell,-10.0,,-15.0,,-1.0,1012.0,220.0,4.6
314,2016-01-14 02:00:00,Cornell,-10.0,,-13.9,-1.0,,1011.5,210.0,6.2
315,2016-01-14 03:00:00,Cornell,-10.0,,-12.8,-1.0,,1011.0,180.0,3.1
316,2016-01-14 04:00:00,Cornell,-10.0,,-12.2,-1.0,,1010.5,170.0,2.6
317,2016-01-14 05:00:00,Cornell,-10.0,,-12.2,-1.0,,1010.5,180.0,3.6
318,2016-01-14 06:00:00,Cornell,-9.4,,-11.7,-1.0,,1010.5,160.0,3.1
319,2016-01-14 07:00:00,Cornell,-9.4,,-11.7,-1.0,-1.0,1011.0,140.0,2.1
320,2016-01-14 08:00:00,Cornell,-8.3,,-11.1,3.0,,1011.0,210.0,3.1
321,2016-01-14 09:00:00,Cornell,-7.2,,-10.6,,,1011.5,200.0,3.1
322,2016-01-14 10:00:00,Cornell,-6.1,,-10.0,3.0,,1012.0,230.0,3.6
323,2016-01-14 11:00:00,Cornell,-5.0,,-9.4,-1.0,,1012.0,230.0,3.1
324,2016-01-14 12:00:00,Cornell,-3.9,,-8.3,-1.0,,1011.5,240.0,2.6
325,2016-01-14 13:00:00,Cornell,-3.3,,-7.8,-1.0,5.0,1011.0,260.0,1.5
326,2016-01-14 14:00:00,Cornell,-3.3,,-7.8,-1.0,,1011.0,0.0,0.0
327,2016-01-14 15:00:00,Cornell,-2.8,,-7.2,-1.0,,1011.5,0.0,0.0
328,2016-01-14 16:00:00,Cornell,-2.8,,-6.7,-1.0,,1012.0,0.0,0.0
329,2016-01-14 17:00:00,Cornell,-2.8,,-6.7,-1.0,,1013.0,0.0,0.0
330,2016-01-14 18:00:00,Cornell,-3.9,,-6.7,-1.0,,1013.5,90.0,1.5
331,2016-01-14 19:00:00,Cornell,-3.9,,-6.7,-1.0,-1.0,1013.5,80.0,1.5
332,2016-01-14 20:00:00,Cornell,-3.9,,-5.6,-1.0,,1014.0,110.0,1.5
